coffee_id,Country_of_Origin,Altitude,Harvest_Year,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers
462,United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,7.58,83.17,0.11,Bluish-Green,0,0,0.0
597,United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.42,82.75,0.1,Blue-Green,6,0,0.0
1227,United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,7.33,8.0,8.67,7.83,78.33,0.1,Bluish-Green,0,0,0.0
598,United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,7.75,82.75,0.1,Green,0,0,0.0
1101,United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,Green,4,13,0.0
487,United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,7.58,83.08,0.12,Bluish-Green,0,8,0.0
1297,United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,6.92,6.92,6.92,7.5,7.58,7.17,6.67,6.67,9.33,6.92,72.58,0.11,Green,5,9,0.0
1077,United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,80.5,0.11,Green,1,0,0.0
1208,United States (Hawaii),,2013,No informado,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75,0.12,Green,5,8,0.0
1287,United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.5,7.25,7.0,7.25,7.42,7.33,8.0,8.67,6.67,7.33,74.42,0.0,Blue-Green,1,2,0.0
1232,United States (Hawaii),,2014,Hawaiian Kona,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25,0.11,Green,2,8,0.0
713,Brazil,1268.0,2015/2016,Bourbon,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,82.33,0.07,Green,0,0,0.0
252,Brazil,1260.0,2013/2014,Yellow Bourbon,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,84.0,0.1,Green,0,0,0.0
717,Brazil,1100.0,2014/2015,Bourbon,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,82.33,0.11,Blue-Green,0,0,0.0
881,Brazil,1260.0,2014/2015,Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.1,Green,0,2,0.0
663,Brazil,1260.0,2013/2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,7.5,82.5,0.11,Bluish-Green,0,0,0.0
1064,Brazil,1200.0,2014/2015,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,10.0,10.0,10.0,7.25,80.58,0.0,Green,0,3,0.0
1023,Brazil,1100.0,2014/2015,Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0.1,No informado,0,0,0.0
400,Brazil,1227.0,2015/2016,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,Green,1,5,0.0
742,Brazil,1100.0,2014/2015,Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,0.11,Green,0,0,0.0
941,Brazil,1100.0,2014/2015,Bourbon,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10.0,10.0,10.0,7.42,81.42,0.0,Green,0,0,0.0
689,Brazil,1260.0,2013/2014,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,82.42,0.0,Green,0,0,0.0
283,Brazil,1200.0,2014/2015,Bourbon,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,8.08,83.83,0.0,Green,0,1,0.0
286,Brazil,1260.0,2013/2014,Yellow Bourbon,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,7.75,83.83,0.1,Green,0,0,0.0
485,Brazil,1200.0,2014/2015,Bourbon,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,83.08,0.0,Green,0,1,0.0
848,Brazil,1100.0,2014/2015,Bourbon,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,7.33,81.83,0.11,Green,0,0,0.0
1261,India,,2016,No informado,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10.0,6.67,7.42,76.83,0.0,Green,0,0,7.0
569,United States,1200.0,2014,Other,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,7.58,82.83,0.0,No informado,0,9,0.0
606,Panama,1100.0,2012,Catuai,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,7.58,82.75,0.0,Green,0,4,0.0
261,Thailand,1350.0,2015,Catimor,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,7.83,83.92,0.1,Bluish-Green,0,1,0.0
409,Haiti,1280.0,2012,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,Green,0,4,0.0
1240,China,1200.0,2013,Typica,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7.0,9.33,9.33,9.33,7.17,78.0,0.1,Green,0,28,0.0
1051,Indonesia,1350.0,2015,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0.13,Blue-Green,0,1,0.0
173,Indonesia,1400.0,2017,Mandheling,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,8.0,84.42,0.0,Blue-Green,0,3,0.0
837,Indonesia,1250.0,2015,Other,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,5.17,81.83,0.11,Green,0,0,1.0
359,Indonesia,1500.0,2015,Sumatra,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5,0.13,Bluish-Green,0,8,0.0
1117,Nicaragua,,2013,No informado,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,80.08,0.1,Green,0,4,0.0
1102,Colombia,,2012,Typica,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,Green,0,0,0.0
1296,Colombia,,2013,No informado,Natural / Dry,8.0,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,7.33,72.83,0.0,Bluish-Green,0,15,0.0
1192,Mexico,1200.0,08/09 crop,Typica,No informado,6.75,6.75,6.83,7.25,7.58,7.08,10.0,10.0,10.0,6.92,79.17,0.01,No informado,0,8,0.0
1262,Mexico,1200.0,08/09 crop,Typica,No informado,6.67,6.33,6.42,6.83,7.0,6.92,10.0,10.0,10.0,6.58,76.75,0.0,No informado,0,0,0.0
143,Peru,,No informado,No informado,No informado,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.0,No informado,0,3,0.0
190,Ethiopia,1493.0,No informado,No informado,No informado,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,7.75,84.33,0.0,No informado,0,1,0.0
910,Costa Rica,1600.0,No informado,No informado,No informado,7.25,7.17,7.33,7.33,7.5,7.75,10.0,10.0,10.0,7.25,81.58,0.0,No informado,0,1,0.0
41,Thailand,1300.0,2012,Caturra,Washed / Wet,7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,10.0,8.42,86.17,0.1,Green,1,9,0.0
541,Philippines,1600.0,2014,Other,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,7.42,82.92,0.0,Bluish-Green,0,0,0.0
629,Colombia,1800.0,Spring 2011 in Colombia.,No informado,No informado,7.33,7.58,7.42,7.42,7.67,7.67,10.0,10.0,10.0,7.58,82.67,0.11,Green,0,0,0.0
503,Vietnam,1550.0,2014,Caturra,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,8.0,83.0,0.0,Green,0,0,0.0
445,Vietnam,1550.0,2017,Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,83.17,0.07,No informado,0,0,0.0
565,Vietnam,1040.0,2014,Other,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,7.92,82.83,0.11,Green,11,0,0.0
861,Vietnam,1040.0,2014,Caturra,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,8.0,81.75,0.12,Bluish-Green,0,0,0.0
1106,Vietnam,1550.0,2017,Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,80.17,0.0,No informado,0,2,0.0
555,Vietnam,1040.0,2012,Other,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,7.67,82.92,0.0,No informado,0,17,0.0
791,Vietnam,1040.0,2012,Other,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0.12,Green,0,2,0.0
1104,Guatemala,1400.0,2012,Caturra,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,80.25,0.11,Green,1,12,0.0
774,Guatemala,1350.0,2012,Caturra,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,No informado,0,2,0.0
311,Guatemala,1300.0,2012,Caturra,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,7.75,83.75,0.11,Bluish-Green,0,1,0.0
330,Guatemala,1450.0,2012,Caturra,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8.0,83.67,0.11,Green,0,1,0.0
88,Guatemala,1400.0,2012,Caturra,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,0.0,No informado,0,7,0.0
1046,Costa Rica,1300.0,2014,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,Green,0,0,0.0
1179,Colombia,1200.0,2013,Caturra,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,7.33,79.33,0.0,Green,0,3,0.0
984,Guatemala,1450.0,2012,Caturra,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,81.17,0.12,Green,0,4,0.0
405,Costa Rica,1300.0,2014,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,Green,0,3,0.0
22,Costa Rica,1300.0,2014,Caturra,Washed / Wet,8.08,8.25,8.0,8.17,8.0,8.33,10.0,10.0,10.0,8.33,87.17,0.11,Green,0,2,0.0
1150,Costa Rica,1100.0,2013,Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8.0,79.75,0.1,Bluish-Green,0,4,0.0
124,El Salvador,1200.0,2010-2011,No informado,No informado,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,0.15,No informado,0,3,0.0
79,Costa Rica,1300.0,2014,Caturra,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,Bluish-Green,0,2,0.0
191,Guatemala,1387.0,December 2009-March 2010,No informado,No informado,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,7.92,84.33,0.04,No informado,1,1,0.0
477,El Salvador,1200.0,2010-2011,No informado,No informado,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,7.58,83.17,0.14,No informado,0,3,0.0
578,El Salvador,1200.0,2010-2011,No informado,No informado,7.75,7.58,7.75,7.75,7.25,7.5,10.0,10.0,10.0,7.25,82.83,0.0,No informado,1,3,0.0
78,Costa Rica,1300.0,2014,Caturra,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,0.0,Bluish-Green,0,0,0.0
1048,Haiti,1000.0,2012,Typica,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,Green,0,0,0.0
1298,Haiti,1020.0,2010,No informado,No informado,6.92,6.75,7.08,7.17,7.33,6.67,10.0,5.33,8.67,6.42,72.33,0.08,No informado,1,0,0.0
1308,Haiti,350.0,2012,Typica,Natural / Dry,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6.0,6.0,6.42,67.92,0.14,Blue-Green,8,16,0.0
922,Haiti,825.0,2013,Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.5,0.11,Bluish-Green,0,0,0.0
1257,Haiti,825.0,2013,Typica,Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10.0,10.0,6.83,77.25,0.1,No informado,0,1,0.0
17,Indonesia,1500.0,May-August,No informado,No informado,8.33,8.25,7.83,7.75,8.5,8.42,10.0,10.0,10.0,8.33,87.42,0.03,No informado,0,0,0.0
125,Nicaragua,925.0,2009 - 2010,No informado,No informado,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,0.18,No informado,0,2,0.0
75,El Salvador,1400.0,2009 / 2010,No informado,No informado,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,85.42,0.01,No informado,0,0,0.0
14,United States (Hawaii),2000.0,Sept 2009 - April 2010,No informado,No informado,8.33,8.42,8.08,8.25,8.25,8.0,10.0,10.0,10.0,8.58,87.92,0.0,No informado,0,2,0.0
396,Mexico,1050.0,January Through April,No informado,No informado,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,8.0,83.38,0.09,No informado,2,4,0.0
532,Nicaragua,,2009-2010,Caturra,No informado,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,7.92,83.0,0.07,No informado,0,0,0.0
3,Guatemala,1700.0,No informado,Bourbon,No informado,8.42,8.5,8.42,8.42,8.33,8.42,10.0,10.0,10.0,9.25,89.75,0.0,No informado,0,0,0.0
52,United States (Hawaii),427.0,Fall 2009,No informado,No informado,8.33,8.17,7.75,8.0,7.75,7.83,10.0,10.0,10.0,8.17,86.0,0.0,No informado,0,0,0.0
1076,Brazil,1250.0,2013,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,80.5,0.1,No informado,0,10,0.0
42,Brazil,1200.0,2010,Yellow Bourbon,No informado,8.17,7.92,7.92,7.75,8.33,8.0,10.0,10.0,10.0,8.08,86.17,0.08,No informado,0,2,0.0
43,Brazil,1200.0,2010,Yellow Bourbon,No informado,8.42,7.92,8.0,7.75,7.92,8.0,10.0,10.0,10.0,8.17,86.17,0.01,No informado,0,3,0.0
853,Brazil,1250.0,2012,Bourbon,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,Bluish-Green,0,0,0.0
513,Brazil,1250.0,2013/2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,7.5,83.0,0.12,Bluish-Green,0,4,0.0
921,Brazil,1200.0,2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0.0,Green,1,1,0.0
87,Indonesia,1325.0,2012,Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,0.11,Green,0,3,0.0
63,El Salvador,1500.0,2013,Bourbon,Washed / Wet,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,8.0,85.58,0.1,Blue-Green,0,3,0.0
228,El Salvador,1500.0,2013,Bourbon,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,84.17,0.11,Bluish-Green,0,2,0.0
62,Papua New Guinea,1700.0,2012,No informado,Washed / Wet,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,7.92,85.75,0.12,Bluish-Green,0,1,0.0
293,Thailand,1500.0,2011,No informado,No informado,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,7.5,83.83,0.02,No informado,0,2,0.0
908,Thailand,1500.0,2011,No informado,No informado,7.08,7.33,7.58,7.58,7.17,7.5,10.0,10.0,10.0,7.33,81.58,0.01,No informado,0,0,0.0
1201,Peru,1400.0,2012,Typica,Washed / Wet,7.67,7.17,7.08,7.25,8.0,7.5,8.67,9.33,9.33,7.0,79.0,0.0,No informado,0,4,0.0
395,Thailand,,No informado,Peaberry,No informado,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,7.83,83.42,0.11,No informado,0,0,0.0
559,Thailand,,No informado,No informado,No informado,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,7.75,82.92,0.0,No informado,0,0,0.0
533,Thailand,,No informado,No informado,No informado,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,10.0,7.42,83.0,0.0,No informado,0,0,0.0
803,Thailand,800.0,2013,No informado,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,7.33,82.0,0.11,Green,0,0,0.0
1127,Thailand,800.0,2012,No informado,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7.0,80.0,0.0,Green,0,0,0.0
322,Thailand,800.0,2014,No informado,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,7.75,83.67,0.12,Bluish-Green,0,0,0.0
1165,Thailand,,No informado,Peaberry,No informado,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,7.17,79.67,0.0,No informado,1,0,0.0
454,Thailand,800.0,2014,No informado,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,83.17,0.12,Bluish-Green,0,0,0.0
626,Thailand,,2012,Other,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,7.58,82.67,0.12,Bluish-Green,0,0,0.0
294,Thailand,,2011,No informado,No informado,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,7.75,83.83,0.01,No informado,0,0,0.0
255,Thailand,,2012,Other,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84.0,0.12,Green,0,0,0.0
640,Thailand,800.0,2014,No informado,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.5,82.58,0.12,Green,0,0,0.0
1011,Thailand,800.0,2012,No informado,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10.0,10.0,10.0,7.17,81.0,0.0,Green,0,3,0.0
658,Thailand,800.0,2014,No informado,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,7.83,82.5,0.12,Green,0,0,0.0
909,Thailand,,2011,No informado,No informado,7.33,7.33,7.17,7.5,7.58,7.33,10.0,10.0,10.0,7.33,81.58,0.2,No informado,0,0,0.0
258,Thailand,,2011,No informado,No informado,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,8.0,84.0,0.06,No informado,0,0,0.0
1148,Thailand,800.0,2013,No informado,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,7.0,79.75,0.12,Green,0,0,0.0
1160,Thailand,800.0,2013,No informado,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,7.08,79.67,0.12,Blue-Green,0,0,0.0
527,Thailand,,2011,No informado,No informado,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,83.0,0.28,No informado,0,0,0.0
1030,Thailand,,No informado,Peaberry,No informado,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,80.92,0.0,No informado,0,0,0.0
763,Thailand,800.0,2014,No informado,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,Bluish-Green,0,0,0.0
44,Taiwan,1000.0,2015,Bourbon,Semi-washed / Semi-pulped,8.08,8.17,7.75,8.08,7.75,7.83,10.0,10.0,10.0,8.42,86.08,0.12,Green,0,0,0.0
807,Taiwan,650.0,2012,Typica,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,7.42,82.0,0.12,Bluish-Green,0,0,0.0
771,Taiwan,800.0,2012,Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0.0,Green,0,0,0.0
116,Taiwan,350.0,2016,Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,0.0,Green,0,0,0.0
1146,Taiwan,1000.0,2014,Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,0.0,No informado,0,0,0.0
1218,Taiwan,800.0,2013,Typica,Washed / Wet,6.83,6.75,7.17,7.25,7.0,6.92,10.0,10.0,10.0,6.67,78.58,0.1,Green,0,0,0.0
425,Taiwan,1000.0,2015,Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0.1,Blue-Green,0,0,0.0
1005,Taiwan,758.0,2015,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10.0,10.0,10.0,7.33,81.0,0.12,Bluish-Green,0,0,0.0
1183,Taiwan,850.0,2014,Typica,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,6.75,79.25,0.11,Blue-Green,0,0,0.0
902,Taiwan,850.0,2014,Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10.0,10.0,9.33,7.0,81.58,0.0,No informado,0,0,0.0
845,Taiwan,700.0,2014,Typica,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,7.33,81.83,0.0,Green,0,0,0.0
263,Taiwan,1200.0,2015,Typica,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,7.83,83.92,0.11,Green,0,3,0.0
1147,Taiwan,600.0,2013,Typica,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,7.0,79.75,0.1,Blue-Green,0,0,0.0
483,Taiwan,750.0,2015,Typica,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,83.08,0.0,Green,0,0,0.0
192,Taiwan,1000.0,2016,Typica,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,7.67,84.25,0.12,Blue-Green,0,0,0.0
898,Taiwan,800.0,2016,Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10.0,10.0,10.0,7.25,81.58,0.1,Blue-Green,0,0,0.0
299,Taiwan,750.0,2016,Typica,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,7.75,83.75,0.0,Green,0,0,0.0
281,Taiwan,525.0,2014,Typica,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,7.83,83.83,0.0,Green,0,1,0.0
802,Taiwan,600.0,2013,Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.75,82.0,0.09,Green,0,0,0.0
963,Taiwan,680.0,2015,Typica,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10.0,10.0,5.25,81.25,0.12,Green,0,0,0.0
635,Taiwan,1050.0,2016,Typica,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.11,Green,0,0,5.0
1250,Taiwan,775.0,2012,Typica,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10.0,6.67,77.67,0.11,Bluish-Green,0,0,0.0
109,Taiwan,800.0,2015,Typica,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,Green,0,0,0.0
320,Taiwan,1200.0,2015,Caturra,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,7.75,83.67,0.1,Bluish-Green,0,0,0.0
234,Taiwan,968.0,2016,Typica,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,84.08,0.1,Bluish-Green,0,4,0.0
586,Taiwan,650.0,2016,Yellow Bourbon,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,7.67,82.75,0.0,Green,0,0,0.0
30,Taiwan,1200.0,2015,Sumatra,Pulped natural / honey,8.0,8.0,8.0,8.25,8.0,8.17,10.0,10.0,10.0,8.17,86.58,0.0,Green,0,0,0.0
1236,Taiwan,650.0,2016,Yellow Bourbon,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10.0,10.0,7.25,78.0,0.0,Green,3,4,0.0
537,Taiwan,350.0,2016,Caturra,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,7.75,82.92,0.09,Green,31,0,0.0
920,Taiwan,900.0,2014,Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10.0,10.0,9.33,7.5,81.5,0.11,Blue-Green,0,0,0.0
1251,United States (Hawaii),,2013,No informado,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6.0,7.58,77.58,0.12,Green,1,5,0.0
38,United States (Hawaii),,2010,No informado,No informado,8.25,8.42,8.08,7.75,7.67,7.83,10.0,10.0,10.0,8.25,86.25,0.0,No informado,2,1,0.0
416,United States (Hawaii),,No informado,No informado,No informado,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,7.5,83.33,0.0,No informado,0,0,0.0
1114,United States (Hawaii),,No informado,No informado,No informado,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,No informado,12,1,0.0
745,United States (Hawaii),,2013,Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,0.0,Bluish-Green,0,1,0.0
177,United States (Hawaii),,2012,Hawaiian Kona,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,7.83,84.42,0.11,Blue-Green,0,1,0.0
